efficiency,dark count rate,jitter,entropy production,entropy rate,machine_efficiency,L first gap,ss noise,d_l,e_max,e_s,TH,TC,g_sl,g_ml,e_C,e_C_factor,t_f,t_steps,rateM,rateD,rateB,Tb,Td,k,Tb_indep_flag,Td_indep_flag,Td_eq_Tb_flag,Max_TV_flag,first_gap_flag,epsilon,noise_flag,e_l,TV
0.4042823177988574,-0.0352753292486397,2.6183913212334335,0.36699055472940534,0.039391106916160115,0.625,,,3,0.11,0.1,0.28235294117647064,0.1,1,1,0.005999999999999997,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.009999999999999995,-3
0.3926667688703372,-0.029556624950716794,4.978654501859066,0.1741689257835527,0.11294054795831934,0.625,,,3,0.17517241379310344,0.1,0.28235294117647064,0.1,1,1,0.04510344827586206,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.07517241379310344,-3
0.3975146216028267,-0.01772094525101766,8.518913927279469,-0.04680600238890309,0.19718312636124433,0.625,,,3,0.2403448275862069,0.1,0.28235294117647064,0.1,1,1,0.08420689655172413,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.1403448275862069,-3
0.4118000885091446,-0.008713814558574454,12.986632388628413,-0.31884657938610733,0.24860429500782547,0.625,,,3,0.3055172413793103,0.1,0.2823529411764706,0.1,1,1,0.12331034482758617,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.2055172413793103,-3
0.42639936199104217,-0.003513287935284573,18.693151866659996,-0.6328446843909217,0.2647788875891809,0.625,,,3,0.37068965517241376,0.1,0.28235294117647064,0.1,1,1,0.16241379310344822,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.2706896551724137,-3
0.43796105818402437,-0.0009079620941095992,26.429620636515846,-0.972122918621363,0.25461557790491907,0.625,,,3,0.4358620689655172,0.1,0.28235294117647064,0.1,1,1,0.2015172413793103,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.3358620689655172,-3
0.44641221049244734,0.00023479354951490646,37.33988111811014,-1.3235156959338377,0.22837251927747493,0.625,,,3,0.5010344827586206,0.1,0.2823529411764706,0.1,1,1,0.24062068965517236,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.40103448275862064,-3
0.4524836005650222,0.0006342699455339434,53.00214934882007,-1.678597652634992,0.19478947528198587,0.625,,,3,0.5662068965517241,0.1,0.2823529411764706,0.1,1,1,0.27972413793103446,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.4662068965517241,-3
0.45686725811974443,0.0006909807752887945,75.63996982380696,-2.0326782691911296,0.16007753067760414,0.625,,,3,0.6313793103448275,0.1,0.2823529411764706,0.1,1,1,0.3188275862068965,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.5313793103448275,-3
0.460067472979871,0.000610764936644128,108.43434792447765,-2.383571921261352,0.1279369758401166,0.625,,,3,0.696551724137931,0.1,0.28235294117647064,0.1,1,1,0.3579310344827586,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.596551724137931,-3
0.46242905593270056,0.0004916724924791624,155.96713510327754,-2.730563675009276,0.10011790427286374,0.625,,,3,0.7617241379310344,0.1,0.2823529411764706,0.1,1,1,0.3970344827586207,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.6617241379310345,-3
0.46418674596439574,0.00037590001139928817,224.85577912799417,-3.073700930653092,0.07709552059487887,0.6250000000000001,,,3,0.8268965517241379,0.1,0.2823529411764707,0.1,1,1,0.43613793103448273,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.7268965517241379,-3
0.4655030003166437,0.00027845127784995423,324.6676951735529,-3.4133725781458013,0.05863008418315009,0.625,,,3,0.8920689655172412,0.1,0.28235294117647064,0.1,1,1,0.4752413793103447,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.7920689655172413,-3
0.4664927208519738,0.00020206928247103623,469.2409805802812,-3.7500821393905674,0.04415077415415964,0.625,,,3,0.9572413793103447,0.1,0.28235294117647064,0.1,1,1,0.5143448275862068,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.8572413793103447,-3
0.46723883053863124,0.00014461582941968643,678.5939978068329,-4.084335335975796,0.03298620930958172,0.625,,,3,1.0224137931034483,0.1,0.28235294117647064,0.1,1,1,0.5534482758620689,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.9224137931034483,-3
0.4678021459709576,0.000102504349761364,981.6874185342417,-4.416590315042014,0.02448697202251434,0.625,,,3,1.0875862068965516,0.1,0.2823529411764706,0.1,1,1,0.592551724137931,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,0.9875862068965516,-3
0.4682277978714704,7.21617910864695e-05,1420.4198290779811,-4.747240390203134,0.018080989570604337,0.625,,,3,1.1527586206896552,0.1,0.2823529411764706,0.1,1,1,0.631655172413793,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.052758620689655,-3
0.46854954633452844,5.055342103004398e-05,2055.4081206494425,-5.076612692475935,0.013290970165003737,0.625,,,3,1.2179310344827585,0.1,0.2823529411764706,0.1,1,1,0.6707586206896551,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.1179310344827584,-3
0.46879277661529994,3.529055143806341e-05,2974.3500741270022,-5.404973908235283,0.009732390160630015,0.625,,,3,1.283103448275862,0.1,0.28235294117647064,0.1,1,1,0.7098620689655172,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.183103448275862,-3
0.4689766369975409,2.457236273724395e-05,4304.122746728152,-5.732538574442354,0.007102833340869185,0.625,,,3,1.3482758620689654,0.1,0.2823529411764706,0.1,1,1,0.7489655172413792,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.2482758620689653,-3
0.46911559714324397,1.7077113785744488e-05,6228.285608261534,-6.05947770794005,0.005168560150473897,0.625,,,3,1.413448275862069,0.1,0.2823529411764706,0.1,1,1,0.7880689655172414,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.313448275862069,-3
0.46922060122930676,1.185160798051595e-05,9012.402944911346,-6.385926763246351,0.003751255834521409,0.625,,,3,1.4786206896551723,0.1,0.28235294117647064,0.1,1,1,0.8271724137931034,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.3786206896551723,-3
0.4692999299470542,8.21661584024478e-06,13040.678695188088,-6.711992538633877,0.0027162583578477706,0.625,,,3,1.543793103448276,0.1,0.28235294117647064,0.1,1,1,0.8662758620689655,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.4437931034482758,-3
0.46935984912940015,5.692161182391553e-06,18868.957405531022,-7.037758959204893,0.0019626890378231965,0.625,,,3,1.6089655172413793,0.1,0.2823529411764706,0.1,1,1,0.9053793103448274,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.5089655172413792,-3
0.4694050987699753,3.941078092943107e-06,27301.402648674633,-7.3632918216439265,0.001415472957973083,0.625,,,3,1.6741379310344826,0.1,0.28235294117647064,0.1,1,1,0.9444827586206894,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.5741379310344825,-3
0.46943926429357113,2.7275295371582635e-06,39501.43051998066,-7.688642613898683,0.0010190440964667699,0.625,,,3,1.7393103448275862,0.1,0.2823529411764706,0.1,1,1,0.9835862068965516,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.639310344827586,-3
0.4694650566553794,1.8870660165445813e-06,57152.20115915607,-8.013851573166756,0.0007324664718308901,0.625,,,3,1.8044827586206895,0.1,0.28235294117647064,0.1,1,1,1.0226896551724136,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.7044827586206894,-3
0.4694845251480018,1.3052766849579182e-06,82688.80778347343,-8.33895011286266,0.0005257025947925303,0.625,,,3,1.869655172413793,0.1,0.2823529411764706,0.1,1,1,1.0617931034482757,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.769655172413793,-3
0.46949921837748027,9.026963990176328e-07,119634.19297318503,-8.66396273579405,0.00037678869231771447,0.625,,,3,1.9348275862068964,0.1,0.28235294117647064,0.1,1,1,1.1008965517241378,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.8348275862068963,-3
0.46951030633693597,6.241999139901493e-07,173085.13114594377,-8.98890854084119,0.00026971391502283754,0.625,,,3,2.0,0.1,0.28235294117647064,0.1,1,1,1.14,0.6,3000,3000,1,0.8,0.7,0.1,0.1,1,False,False,False,False,False,1e-06,True,1.9,-3
